ID,Skills
7561,"Agile, Java, Spring Boot, REST APIs, Git"
7562,"User Stories, Scrum, Stakeholder Management, Agile, Product Roadmap"
7563,"Keras, MLOps, Python, TensorFlow, PyTorch"
7564,"REST APIs, Java, Spring Boot, Docker, Git"
7565,"User Stories"
7566,"Agile, Stakeholder Management"
7567,"REST APIs, Git, Spring Boot, System Design, Java"
7568,"Stakeholder Management, Scrum"
7569,"PyTorch, Computer Vision, MLOps"
7570,"Tableau, Reporting, Power BI"
7571,"NLP, Machine Learning, Deep Learning, Python, SQL, Pandas"
7572,"User Stories, Agile, Scrum, Product Roadmap"
7573,"SQL, Excel, Reporting, Tableau"
7574,"Agile, Spring Boot, REST APIs, Java"
7575,"System Design, Git, REST APIs, Agile"
7576,"Data Cleaning, Reporting"
7577,"Pandas, Statistics, Deep Learning, SQL, Python"
7578,"Keras, TensorFlow, Cloud, PyTorch, MLOps"
7579,"Product Roadmap, Agile, Scrum, User Stories"
7580,"Pandas, Statistics, SQL, Deep Learning, NLP"
7581,"System Design, Git, Java"
7582,"PyTorch, MLOps, Keras, Computer Vision, TensorFlow"
7583,"TensorFlow, Python, MLOps, Keras, PyTorch, Cloud"
7584,"Power BI, SQL, Reporting, Excel, Tableau"
7585,"SQL, Power BI, Excel, Reporting, Data Cleaning"
7586,"MLOps, Keras, Cloud, Python, Computer Vision, PyTorch"
7587,"Statistics, Pandas, Python, NLP, Deep Learning, Machine Learning"
7588,"System Design, REST APIs, Agile"
7589,"Statistics, NLP"
7590,"MLOps, Computer Vision, TensorFlow, Cloud"
7591,"Reporting, Tableau, Data Cleaning"
7592,"User Stories, Product Roadmap, Agile"
7593,"Scrum, Stakeholder Management, Agile, Product Roadmap, User Stories"
7594,"Python, Pandas"
7595,"Power BI, Data Cleaning"
7596,"Tableau, Data Cleaning"
7597,"Machine Learning, SQL"
7598,"Git, Agile, Spring Boot"
7599,"SQL, Excel, Tableau, Reporting, Data Cleaning"
7600,"Deep Learning, Statistics, Machine Learning"
7601,"Data Cleaning"
7602,"Excel, Power BI"
7603,"Scrum, Agile, User Stories"
7604,"Keras, TensorFlow, Cloud, Computer Vision"
7605,"Machine Learning, Pandas, Python, Statistics"
7606,"Excel, Data Cleaning"
7607,"MLOps, TensorFlow, PyTorch"
7608,"Statistics, NLP, SQL, Deep Learning, Pandas"
7609,"Scrum, Agile, User Stories"
7610,"REST APIs, System Design, Java"
7611,"NLP, Python, Deep Learning, Pandas, SQL"
7612,"REST APIs, Git, System Design, Docker, Agile, Spring Boot"
7613,"System Design, Java, Docker, Git, Spring Boot, Agile, REST APIs"
7614,"Deep Learning, Pandas, SQL, NLP, Python, Machine Learning, Statistics"
7615,"Tableau, Reporting"
7616,"Product Roadmap, Agile, User Stories"
7617,"Reporting, Excel, SQL"
7618,"Machine Learning, Python, Statistics, Deep Learning, Pandas, SQL"
7619,"Deep Learning, Pandas, Statistics"
7620,"Power BI, SQL, Tableau, Excel"
7621,"Product Roadmap, Scrum, Stakeholder Management, User Stories, Agile"
7622,"Agile, Docker, Java, Git, Spring Boot"
7623,"System Design, Agile, Spring Boot, Java"
7624,"Pandas, Python"
7625,"Git, Spring Boot, Java, Agile, Docker, System Design"
7626,"Product Roadmap, Scrum, Agile, User Stories"
7627,"SQL, Deep Learning, Python, NLP"
7628,"TensorFlow, Computer Vision, Python"
7629,"SQL, Data Cleaning, Excel, Power BI, Tableau"
7630,"Spring Boot, System Design, Docker, Git"
7631,"Statistics, NLP, Pandas, Deep Learning, Machine Learning"
7632,"SQL, Reporting, Power BI, Excel, Tableau"
7633,"User Stories, Product Roadmap"
7634,"Stakeholder Management, Product Roadmap, Agile, Scrum, User Stories"
7635,"Statistics, SQL, Python, Machine Learning"
7636,"SQL, Power BI, Tableau, Excel, Data Cleaning, Reporting"
7637,"SQL, Statistics, Pandas"
7638,"Java, Git, Spring Boot, System Design, Docker"
7639,"Agile, Docker"
7640,"Deep Learning, Statistics, SQL, NLP"
7641,"Cloud, Python, MLOps"
7642,"Stakeholder Management, Agile, User Stories, Product Roadmap"
7643,"Excel, Reporting, SQL, Tableau"
7644,"System Design, REST APIs, Docker, Java"
7645,"User Stories, Product Roadmap, Stakeholder Management, Agile"
7646,"Deep Learning, NLP, Pandas"
7647,"Power BI, Reporting, Excel, Data Cleaning, SQL"
7648,"Python, MLOps, Keras, Cloud"
7649,"Spring Boot, Git, REST APIs, Java, System Design"
7650,"Product Roadmap, User Stories, Scrum, Agile"
7651,"Docker, Git, REST APIs, System Design, Java, Agile"
7652,"SQL, Power BI, Reporting, Excel, Data Cleaning"
7653,"Deep Learning, Python, Pandas, Statistics, Machine Learning"
7654,"Keras, Cloud, TensorFlow"
7655,"Stakeholder Management, Product Roadmap, Agile, User Stories"
7656,"Scrum, Stakeholder Management, Agile, Product Roadmap, User Stories"
7657,"Spring Boot, REST APIs, System Design, Docker"
7658,"Statistics, Deep Learning, Pandas"
7659,"SQL, Power BI, Tableau, Data Cleaning, Excel"
7660,"Docker, Java, Spring Boot"
7661,"Python, Computer Vision"
7662,"Pandas, Machine Learning, Statistics, Python, SQL"
7663,"Power BI, Tableau, SQL, Excel"
7664,"User Stories, Product Roadmap, Scrum"
7665,"Pandas, Statistics, Deep Learning, SQL"
7666,"PyTorch, TensorFlow, Keras, Computer Vision, Cloud, MLOps"
7667,"Power BI, Tableau, SQL, Excel, Data Cleaning, Reporting"
7668,"Statistics, Deep Learning, Python, Machine Learning"
7669,""
7670,"Scrum, Agile, Stakeholder Management, Product Roadmap, User Stories"
7671,"Docker, Java, Spring Boot, Git"
7672,"SQL, Excel, Data Cleaning, Tableau"
7673,"SQL, Data Cleaning, Tableau, Excel, Power BI, Reporting"
7674,"Cloud, Python, TensorFlow, Computer Vision, PyTorch"
7675,"Product Roadmap, Stakeholder Management, Agile"
7676,"Python, Machine Learning, Pandas, SQL"
7677,"SQL, Reporting, Data Cleaning"
7678,"NLP, SQL"
7679,"Git, Java, Spring Boot"
7680,"User Stories, Product Roadmap, Stakeholder Management, Agile"
7681,"System Design, Docker, Java"
7682,"Docker, Git, REST APIs"
7683,"User Stories, Scrum, Product Roadmap, Stakeholder Management"
7684,"Scrum, Product Roadmap, User Stories"
7685,"Scrum, Stakeholder Management, User Stories"
7686,"User Stories, Stakeholder Management, Product Roadmap, Scrum, Agile"
7687,"Docker, Spring Boot, System Design, Agile, REST APIs"
7688,"Statistics, Pandas, Deep Learning"
7689,"Tableau, Power BI, Reporting"
7690,"Git, Spring Boot, REST APIs, Agile"
7691,"System Design, Spring Boot, Docker, REST APIs, Agile"
7692,"Statistics, Pandas, Python, Deep Learning, NLP, SQL"
7693,"NLP, Statistics, Machine Learning, Deep Learning, SQL, Pandas"
7694,"Computer Vision, PyTorch, TensorFlow, MLOps"
7695,"Machine Learning, Pandas, SQL"
7696,"Java, REST APIs, Git, System Design, Agile"
7697,"Agile, User Stories, Scrum, Stakeholder Management"
7698,"Java, REST APIs, Agile"
7699,"Deep Learning, SQL, Statistics, Machine Learning, NLP, Python"
7700,"Machine Learning, Statistics, Python, Pandas, SQL"
7701,"Agile, User Stories, Scrum, Product Roadmap"
7702,"Pandas, NLP, Machine Learning, Python"
7703,"MLOps, Keras, PyTorch, Computer Vision"
7704,"Keras, Python"
7705,"Computer Vision, PyTorch, MLOps"
7706,"Keras, Computer Vision"
7707,"Cloud, Computer Vision"
7708,"User Stories, Stakeholder Management"
7709,"NLP, Pandas, Deep Learning"
7710,"Computer Vision, TensorFlow, Python, Keras, PyTorch"
7711,"Scrum, Agile, Stakeholder Management, User Stories, Product Roadmap"
7712,"Agile, Product Roadmap"
7713,"Agile, Git, Docker, Java, System Design"
7714,"Pandas, SQL, NLP, Machine Learning, Python, Deep Learning, Statistics"
7715,"Stakeholder Management, Agile, Product Roadmap, Scrum, User Stories"
7716,"User Stories, Stakeholder Management, Scrum"
7717,"REST APIs, Java, Git, System Design, Spring Boot"
7718,"REST APIs, Agile, Docker, System Design, Git, Java"
7719,"Agile, Scrum, Stakeholder Management, Product Roadmap"
7720,"Excel, Power BI"
7721,"SQL, Python, NLP, Machine Learning, Statistics"
7722,"Product Roadmap, Stakeholder Management, Scrum, User Stories"
7723,"REST APIs, Git, Java"
7724,"Excel, Data Cleaning, SQL"
7725,"MLOps, TensorFlow, Keras, Cloud, Python"
7726,"Stakeholder Management, Product Roadmap, Agile, Scrum, User Stories"
7727,"Cloud, MLOps, TensorFlow"
7728,"Excel, Tableau"
7729,"REST APIs, Git, Spring Boot, Java, System Design"
7730,"Excel, Data Cleaning, SQL, Power BI"
7731,"Agile, Product Roadmap, User Stories"
7732,"PyTorch, Python, Cloud, Keras, TensorFlow"
7733,"Docker, Git, Agile, Spring Boot, Java"
7734,"Agile, Git, REST APIs, Java, System Design, Docker"
7735,"Stakeholder Management, User Stories, Product Roadmap, Scrum"
7736,"Java, Git, System Design, Docker"
7737,"Git, System Design"
7738,"Spring Boot, System Design, Java, Agile, Git"
7739,"Python, MLOps, Cloud"
7740,"Product Roadmap, Scrum, Agile, User Stories, Stakeholder Management"
7741,"Docker, Git, Spring Boot, Java, System Design, Agile"
7742,"Power BI, Data Cleaning, SQL, Reporting"
7743,"Git, Spring Boot, Agile, REST APIs, Docker"
7744,"Java, REST APIs, Docker, System Design"
7745,"Git, REST APIs, System Design, Agile"
7746,"Docker, Java, System Design"
7747,"Agile, Docker, System Design, Java"
7748,"TensorFlow, Keras, Cloud"
7749,"SQL, Data Cleaning, Excel, Power BI"
7750,"User Stories, Agile, Product Roadmap"
7751,"User Stories, Stakeholder Management, Scrum, Agile, Product Roadmap"
7752,"Data Cleaning, Excel, Reporting, Power BI"
7753,"Scrum, User Stories"
7754,"Reporting, Power BI, Excel"
7755,"Tableau, Excel, Power BI, Data Cleaning"
7756,"Scrum, User Stories, Product Roadmap"
7757,"Agile, REST APIs, Git, Java"
7758,"REST APIs, Agile, Git"
7759,"Pandas, Python, Statistics, NLP, Deep Learning"
7760,"Tableau, Excel"
7761,"MLOps, Python, PyTorch, Computer Vision, Cloud"
7762,"REST APIs, System Design, Spring Boot, Java, Docker"
7763,"Agile, Git, System Design, Java, REST APIs"
7764,"Agile, Stakeholder Management, Scrum, Product Roadmap, User Stories"
7765,"Excel, Data Cleaning"
7766,"Tableau, SQL, Data Cleaning, Reporting, Excel"
7767,"Python, TensorFlow, MLOps"
7768,"NLP, Machine Learning"
7769,"MLOps, Computer Vision, PyTorch"
7770,"Excel, Power BI, SQL, Tableau"
7771,"SQL, Python, NLP, Machine Learning, Deep Learning, Pandas"
7772,"Python, Pandas, Statistics"
7773,"Spring Boot, REST APIs, System Design, Java"
7774,"Docker, Git"
7775,"Scrum, Product Roadmap"
7776,"MLOps, TensorFlow, Cloud, PyTorch"
7777,"Reporting, Power BI, Excel"
7778,"Stakeholder Management, Product Roadmap, Scrum"
7779,"Python, Statistics, Pandas, SQL"
7780,"Spring Boot, Git, Docker, REST APIs, Agile, Java"
7781,"Reporting, Power BI, Data Cleaning, Tableau, Excel"
7782,"Machine Learning, Pandas, NLP, Python"
7783,"Excel"
7784,"Machine Learning, Pandas, Python, Statistics, Deep Learning"
7785,"Scrum, Agile, User Stories, Stakeholder Management"
7786,"Java, Agile, System Design, REST APIs, Spring Boot, Docker"
7787,"MLOps, Cloud, TensorFlow"
7788,"Reporting, SQL, Excel, Power BI, Tableau"
7789,"REST APIs, Docker, Agile"
7790,"Docker, Spring Boot, Java, Git"
7791,"Python, Cloud, TensorFlow, MLOps, PyTorch"
7792,"Cloud, TensorFlow, Python"
7793,"Excel, Power BI, Reporting, SQL"
7794,"Statistics, SQL, Python, Machine Learning"
7795,"MLOps, TensorFlow, Keras"
7796,"Computer Vision, PyTorch"
7797,"Tableau, Power BI, Reporting, Excel, Data Cleaning"
7798,"TensorFlow, PyTorch, Cloud, Computer Vision"
7799,"NLP, Statistics, Python, Machine Learning, SQL, Pandas"
7800,"Product Roadmap, Stakeholder Management, User Stories, Scrum"
7801,"Python, Cloud, MLOps"
7802,"System Design, REST APIs"
7803,"Python, NLP, Pandas, Machine Learning, SQL, Deep Learning, Statistics"
7804,"Spring Boot, System Design, Java, Git, Agile, Docker"
7805,"Product Roadmap, User Stories, Stakeholder Management"
7806,"User Stories, Product Roadmap, Agile"
7807,"PyTorch, Cloud, Computer Vision, TensorFlow, MLOps"
7808,"Keras, Python, MLOps"
7809,"Excel, Tableau, Power BI, SQL"
7810,"TensorFlow, Cloud, MLOps, Keras, PyTorch"
7811,"Stakeholder Management, Agile, User Stories"
7812,"Deep Learning, Statistics, Machine Learning, NLP"
7813,"Product Roadmap"
7814,"Python, MLOps, Keras, TensorFlow"
7815,"Docker, Git, Agile, System Design, REST APIs"
7816,"SQL, Data Cleaning, Power BI"
7817,"Git, Spring Boot"
7818,"Product Roadmap, Stakeholder Management, Scrum, User Stories, Agile"
7819,"Power BI, Tableau, Reporting, Excel, SQL, Data Cleaning"
7820,"SQL, Statistics, Pandas, Machine Learning, Deep Learning"
7821,"SQL, Power BI"
7822,""
7823,"Power BI, Data Cleaning, Tableau, Reporting, SQL, Excel"
7824,"Computer Vision, Keras, Cloud, MLOps"
7825,"Computer Vision, Keras, MLOps, Python, Cloud"
7826,"System Design, Spring Boot, REST APIs"
7827,"Pandas, NLP"
7828,"TensorFlow, Cloud"
7829,"User Stories, Product Roadmap, Agile"
7830,"Cloud, MLOps, PyTorch, TensorFlow, Python"
7831,"Python, Keras, Cloud"
7832,"Power BI"
7833,"REST APIs, System Design, Spring Boot, Git, Docker"
7834,"TensorFlow, Cloud"
7835,"SQL, NLP, Machine Learning"
7836,"NLP, Pandas, Deep Learning"
7837,"Scrum, Product Roadmap"
7838,"NLP, Python, Statistics"
7839,"Agile, Scrum, Stakeholder Management"
7840,"Stakeholder Management, Agile, Scrum, Product Roadmap"
7841,"Keras, Computer Vision, PyTorch, TensorFlow, Cloud"
7842,"NLP, Machine Learning, Python, Pandas"
7843,"REST APIs, System Design, Git"
7844,"Agile, Scrum"
7845,"Stakeholder Management, User Stories, Product Roadmap"
7846,"Power BI"
7847,"Cloud, Computer Vision, MLOps, Keras, TensorFlow"
7848,"SQL, Power BI, Excel"
7849,"Product Roadmap, Scrum, Agile, User Stories, Stakeholder Management"
7850,"SQL"
7851,"SQL, Excel"
7852,"Java, Docker, REST APIs, Agile, Git"
7853,"Power BI, Excel, Tableau, SQL, Reporting, Data Cleaning"
7854,"Agile, User Stories"
7855,"Statistics, Python"
7856,"Cloud, MLOps"
7857,"SQL, Statistics, Machine Learning"
7858,"Python, MLOps, Keras, Cloud, PyTorch"
7859,"Power BI, SQL, Reporting, Data Cleaning, Excel"
7860,"Power BI, Excel, Reporting, Data Cleaning, Tableau"
7861,"Product Roadmap, User Stories, Stakeholder Management"
7862,"TensorFlow, Python, PyTorch"
7863,"Tableau, Reporting, Power BI, Excel, Data Cleaning"
7864,"Python, SQL"
7865,"Pandas, Python, Deep Learning"
7866,"Reporting, Tableau, Power BI, Data Cleaning"
7867,"Git, Docker, Spring Boot"
7868,"MLOps, PyTorch, Python"
7869,"Stakeholder Management, Product Roadmap"
7870,"SQL, Python, NLP, Statistics"
7871,"Deep Learning"
7872,"Agile, User Stories, Scrum"
7873,"PyTorch, MLOps, Keras, TensorFlow, Cloud"
7874,"Product Roadmap, Agile, User Stories, Stakeholder Management, Scrum"
7875,"Deep Learning, SQL, Python"
7876,"SQL, Data Cleaning, Power BI, Excel, Tableau"
7877,"Statistics, Python, NLP, SQL, Machine Learning, Pandas, Deep Learning"
7878,"Stakeholder Management, Product Roadmap"
7879,"Stakeholder Management, Agile, Scrum"
7880,"Cloud, MLOps, PyTorch, TensorFlow, Keras"
7881,"Pandas, NLP, Statistics, Machine Learning, Python"
7882,"Python, Computer Vision, TensorFlow"
7883,"Agile, Product Roadmap, User Stories, Scrum, Stakeholder Management"
7884,"Scrum, Stakeholder Management, Agile, User Stories"
7885,"TensorFlow, Python, Cloud, PyTorch, Keras, Computer Vision"
7886,"Cloud, Python, MLOps, Keras"
7887,"REST APIs, Spring Boot, Docker"
7888,"Python, Computer Vision, MLOps"
7889,"Deep Learning, SQL, Python, NLP, Pandas, Statistics"
7890,"User Stories, Stakeholder Management, Scrum, Product Roadmap, Agile"
7891,"Python, Machine Learning, Deep Learning, NLP, Pandas, Statistics"
7892,"Cloud, MLOps, TensorFlow, Computer Vision, Keras, PyTorch"
7893,"SQL, Statistics, NLP, Machine Learning"
7894,"Java, Spring Boot, System Design, Docker, REST APIs"
7895,"Spring Boot, System Design, REST APIs, Java, Git, Docker"
7896,"System Design, Spring Boot, Git, REST APIs, Agile"
7897,"Pandas, SQL, NLP, Deep Learning"
7898,"Stakeholder Management, User Stories, Agile"
7899,"Computer Vision, Cloud, Python, TensorFlow"
7900,"MLOps, PyTorch"
7901,"Scrum"
7902,"System Design, Java, REST APIs, Spring Boot"
7903,"Spring Boot, System Design, Agile, Java, REST APIs"
7904,"Agile, Product Roadmap, User Stories"
7905,"Agile, Stakeholder Management"
7906,"Statistics, Pandas, Machine Learning, Python, Deep Learning"
7907,"Docker"
7908,"SQL, Python, Statistics, NLP, Machine Learning, Deep Learning"
7909,"SQL, Pandas, Python"
7910,"TensorFlow, MLOps, Cloud"
7911,"Docker, Agile, System Design, Java"
7912,"TensorFlow, Keras, PyTorch, Cloud"
7913,"SQL"
7914,"Power BI, Reporting, Tableau, Data Cleaning, Excel"
7915,"PyTorch, Python, Computer Vision, TensorFlow, Keras, MLOps"
7916,"System Design, Spring Boot, Agile, Docker"
7917,"Docker, Java, REST APIs, Agile"
7918,"Spring Boot, Git"
7919,"Java, Agile, Spring Boot"
7920,"Stakeholder Management, Agile, Scrum, User Stories"
7921,"Agile, Product Roadmap, Stakeholder Management"
7922,"REST APIs, Git, Java, Spring Boot, Docker, System Design"
7923,"Git, System Design, REST APIs"
7924,"Statistics, SQL"
7925,"Docker, REST APIs, System Design, Spring Boot, Java, Git"
7926,"System Design, Git, Agile, REST APIs"
7927,"PyTorch, Computer Vision, Python, TensorFlow, MLOps"
7928,"Python, MLOps, Cloud, PyTorch, Keras, TensorFlow"
7929,"Reporting, Tableau"
7930,"Power BI, Tableau, Reporting, Data Cleaning, Excel, SQL"
7931,"Cloud, PyTorch, TensorFlow, Python, Keras"
7932,"Product Roadmap, User Stories, Agile"
7933,"Agile, User Stories, Product Roadmap, Stakeholder Management, Scrum"
7934,"Agile, User Stories, Product Roadmap"
7935,"MLOps, Computer Vision, TensorFlow, PyTorch, Cloud, Keras"
7936,"Cloud, Python, PyTorch"
7937,"Java, Agile, Git, REST APIs, Docker, System Design"
7938,"Keras, PyTorch, MLOps, Cloud"
7939,"Scrum, Stakeholder Management"
7940,"Computer Vision, MLOps, PyTorch, Keras, Cloud"
7941,"Pandas, Statistics, Deep Learning"
7942,"Data Cleaning, Power BI, SQL, Reporting, Excel"
7943,"Machine Learning, Python, NLP, Pandas, SQL"
7944,"Java, Agile, System Design, Docker, REST APIs"
7945,"Spring Boot, Docker, System Design, Agile, Java"
7946,"Tableau, Power BI, SQL, Excel, Reporting"
7947,"Pandas, Statistics, Python"
7948,"Python, MLOps, Keras, Computer Vision"
7949,"Agile, Docker"
7950,"Excel, Data Cleaning, Reporting, Power BI, Tableau"
7951,"SQL, NLP, Python, Pandas"
7952,"Machine Learning, NLP, Deep Learning"
7953,"Product Roadmap, Scrum, Stakeholder Management, User Stories"
7954,"System Design, REST APIs, Docker, Git, Java"
7955,"Docker, Spring Boot, REST APIs, Java, Git, System Design"
7956,"Deep Learning, Python, Statistics, Machine Learning, SQL"
7957,"Statistics, Machine Learning, NLP"
7958,"Java, System Design, Spring Boot, REST APIs, Docker"
7959,"Stakeholder Management, Product Roadmap"
7960,"Keras, MLOps, PyTorch, Cloud, Python"
7961,"Stakeholder Management, User Stories, Agile, Scrum"
7962,"Stakeholder Management, Product Roadmap, User Stories, Scrum, Agile"
7963,"Statistics, NLP, Machine Learning, Pandas"
7964,"Computer Vision, Python, Cloud, PyTorch"
7965,"Tableau, Power BI, SQL, Reporting, Excel"
7966,"Python, MLOps, PyTorch, Cloud, TensorFlow, Keras"
7967,"SQL, Excel"
7968,"Pandas, Python, Machine Learning"
7969,"System Design, REST APIs, Docker, Git, Java, Spring Boot"
7970,"Cloud, Keras, Computer Vision, MLOps"
7971,"Power BI, Reporting, Excel, Tableau, SQL"
7972,"Java, Docker, Spring Boot"
7973,"Cloud, Computer Vision, Keras, Python"
7974,"Python, TensorFlow, Computer Vision, MLOps, Keras, PyTorch"
7975,"SQL, Data Cleaning, Tableau, Excel"
7976,"SQL, Data Cleaning, Tableau"
7977,"SQL, Deep Learning, Machine Learning, Python"
7978,"Stakeholder Management, Agile, User Stories, Scrum, Product Roadmap"
7979,"Statistics, Machine Learning, NLP"
7980,"Reporting, SQL, Tableau, Data Cleaning"
7981,"REST APIs, Docker, System Design"
7982,"Data Cleaning, Excel, Reporting"
7983,"Deep Learning, Python, Statistics, Machine Learning"
7984,"Product Roadmap, Agile"
7985,"Machine Learning, Deep Learning, Pandas"
7986,"TensorFlow, Cloud, MLOps"
7987,"Agile, Product Roadmap, Stakeholder Management, Scrum"
7988,"Pandas, SQL, Deep Learning"
7989,"Java, System Design"
7990,"Power BI, Excel, Tableau"
7991,"SQL, Data Cleaning, Power BI, Tableau"
7992,"Reporting, SQL, Power BI, Data Cleaning, Tableau"
7993,"Spring Boot, Agile, Java"
7994,"Agile"
7995,"Java, Agile, System Design"
7996,"Data Cleaning, Reporting"
7997,"Java, Git, REST APIs"
7998,"Data Cleaning, SQL"
7999,"System Design, REST APIs, Agile, Java, Docker"
8000,"Stakeholder Management, User Stories, Agile, Scrum"
8001,"Tableau, SQL"
8002,"Deep Learning, Pandas, Statistics, NLP"
8003,"NLP, SQL"
8004,"Tableau, Data Cleaning, SQL, Power BI, Reporting"
8005,"Data Cleaning, SQL, Power BI, Tableau"
8006,"REST APIs, Docker, System Design"
8007,"Deep Learning, Statistics, Machine Learning, NLP, Python, Pandas"
8008,"Keras, PyTorch, TensorFlow, Computer Vision, Python"
8009,"Deep Learning, Pandas, NLP, Python, Statistics"
8010,"Excel, SQL, Power BI"
8011,"MLOps, Cloud, Keras, Computer Vision, Python"
8012,"Python, NLP, Machine Learning, Statistics"
8013,"Scrum, Product Roadmap"
8014,"Cloud, TensorFlow, PyTorch"
8015,"SQL, Excel"
8016,"Product Roadmap, Agile, Scrum, Stakeholder Management, User Stories"
8017,"Statistics, Machine Learning"
8018,"Keras"
8019,"Deep Learning, Pandas"
8020,"Reporting, Tableau"
8021,"Docker, Git, Java, Spring Boot, Agile"
8022,"Agile, Spring Boot, Git, System Design, REST APIs"
8023,"User Stories, Scrum, Stakeholder Management"
8024,"Scrum, Stakeholder Management, User Stories, Product Roadmap, Agile"
8025,"NLP, Python, Machine Learning, Deep Learning"
8026,"Reporting, Data Cleaning, SQL, Tableau, Excel"
8027,"Excel, Tableau, Reporting, SQL, Data Cleaning"
8028,"TensorFlow, Cloud, Computer Vision, Keras"
8029,"Cloud, Computer Vision"
8030,"SQL, Tableau, Data Cleaning, Reporting"
8031,"Python, Pandas, SQL, Machine Learning, NLP, Deep Learning"
8032,"Product Roadmap, Scrum, Agile"
8033,"Excel, Data Cleaning, Tableau, Reporting, Power BI"
8034,"PyTorch, Keras"
8035,"MLOps, Python, Cloud"
8036,"Data Cleaning, Reporting, Excel"
8037,"Agile, Docker"
8038,"Agile, Product Roadmap, User Stories"
8039,"System Design"
8040,"User Stories, Agile, Stakeholder Management, Scrum, Product Roadmap"
8041,"Docker, Spring Boot, Agile, Git, REST APIs"
8042,"Spring Boot, Agile, Git, System Design, REST APIs, Java"
8043,"MLOps, PyTorch, Computer Vision"
8044,"User Stories, Stakeholder Management, Scrum"
8045,"Power BI, Tableau, Excel, Data Cleaning, Reporting"
8046,"Agile, REST APIs"
8047,"Product Roadmap, Agile, Stakeholder Management, Scrum, User Stories"
8048,"Git, Spring Boot, REST APIs, Docker"
8049,"Agile, User Stories, Product Roadmap, Scrum"
8050,"Agile, Scrum, User Stories"
8051,"Excel, Power BI, Reporting, Tableau"
8052,"Stakeholder Management, Agile, Product Roadmap, User Stories"
8053,"Stakeholder Management, Agile, Scrum, Product Roadmap, User Stories"
8054,"Agile, User Stories, Product Roadmap"
8055,"Agile, User Stories, Stakeholder Management"
8056,"Git, Docker, Java"
8057,"Data Cleaning, SQL, Power BI, Excel"
8058,"Statistics, Machine Learning, Pandas"
8059,"REST APIs, Java, Spring Boot"
8060,"Scrum, User Stories"
8061,"Docker, Java, Git, System Design"
8062,"Python, Keras, MLOps, TensorFlow, Computer Vision"
8063,"Spring Boot, Agile, Git, Java"
8064,"Java, Git, Agile, System Design, Spring Boot, Docker"
8065,"Machine Learning, Python, Statistics, SQL, Pandas"
8066,"Deep Learning, SQL"
8067,"Scrum, Stakeholder Management"
8068,"Spring Boot, Agile, Docker, REST APIs"
8069,"PyTorch, Keras, TensorFlow, Python"
8070,"Power BI, Data Cleaning"
8071,"Scrum, Agile, Stakeholder Management"
8072,"Keras, Python, TensorFlow, MLOps"
8073,"Agile, Scrum, Stakeholder Management, Product Roadmap, User Stories"
8074,"Deep Learning, Pandas, NLP, Machine Learning"
8075,"SQL, Deep Learning, Python, Pandas, Statistics"
8076,"Product Roadmap, User Stories"
8077,"Agile, Product Roadmap"
8078,"Pandas, Python"
8079,"Data Cleaning, Reporting, SQL"
8080,"SQL, Power BI, Tableau, Excel, Reporting, Data Cleaning"
8081,"Java, System Design, Git"
8082,"PyTorch, TensorFlow, MLOps, Keras"
8083,"Stakeholder Management, User Stories, Product Roadmap, Scrum"
8084,"Scrum, Stakeholder Management, User Stories"
8085,"Product Roadmap, User Stories, Scrum, Agile, Stakeholder Management"
8086,"Python, TensorFlow"
8087,"PyTorch, Cloud, Keras, TensorFlow, MLOps"
8088,"Pandas, Statistics, SQL, Deep Learning"
8089,"REST APIs, Git, System Design, Spring Boot, Docker"
8090,"Stakeholder Management, Scrum, Product Roadmap"
8091,"Python, Machine Learning, SQL, Statistics"
8092,"REST APIs, Agile, Spring Boot, Docker"
8093,"Agile"
8094,"Java, REST APIs, System Design, Git, Docker"
8095,"Stakeholder Management, User Stories, Agile, Product Roadmap, Scrum"
8096,"SQL, Excel, Power BI, Tableau, Reporting"
8097,"SQL, NLP, Statistics, Pandas, Machine Learning"
8098,"Python, MLOps, PyTorch"
8099,"Python, MLOps, Computer Vision, Keras, TensorFlow"
8100,"Tableau, Reporting, Power BI"
8101,"SQL, NLP, Statistics"
8102,"NLP, Python, SQL, Statistics"
8103,"Cloud, Python, MLOps, TensorFlow, PyTorch"
8104,"MLOps, Keras, Computer Vision, Python, Cloud, TensorFlow"
8105,"MLOps, Keras, Cloud, PyTorch, Python"
8106,"Tableau, Power BI, Data Cleaning, Excel, Reporting"
8107,"Python, TensorFlow, Keras, MLOps, Cloud"
8108,"Pandas, Machine Learning, NLP, Deep Learning"
8109,"SQL, Excel, Power BI, Data Cleaning"
8110,"Data Cleaning, Tableau"
8111,"Docker, REST APIs, Git, Java"
8112,"Excel, Power BI, Reporting, SQL, Tableau, Data Cleaning"
8113,"Git, Spring Boot, Docker"
8114,"REST APIs, System Design, Agile, Java, Git"
8115,"PyTorch, Cloud"
8116,"SQL, Python, NLP, Statistics"
8117,"Machine Learning, Python, NLP, Deep Learning, Pandas"
8118,"Stakeholder Management, Agile, Scrum"
8119,"Python, Keras, Computer Vision, TensorFlow, MLOps"
8120,"Git, Docker, Agile"
8121,"NLP, Statistics, SQL, Pandas, Python"
8122,"Spring Boot, System Design"
8123,"Cloud, MLOps, PyTorch"
8124,"Tableau, Data Cleaning, Reporting, SQL, Excel, Power BI"
